,restaurent,online_order,book_table,rating,votes,location,rest_type,food_type,cost,type,city
27625,Carrots,Yes,Yes,4.1,601,Koramangala 6th Block,Casual Dining,"Italian, North Indian, Healthy Food, Desserts",1100,Delivery,Koramangala 4th Block
27626,Hot Cross Bun,Yes,No,3.3,4,Koramangala 6th Block,"Takeaway, Delivery",Fast Food,500,Delivery,Koramangala 4th Block
27628,Nutri Fit,Yes,No,3.4,5,HSR,"Takeaway, Delivery",Healthy Food,300,Delivery,Koramangala 4th Block
27629,Happy Eats,Yes,No,3.4,0,Koramangala 7th Block,Delivery,"North Indian, Continental",300,Delivery,Koramangala 4th Block
27630,Kulfi & More,Yes,No,3.7,47,BTM,Dessert Parlor,"Ice Cream, Beverages",200,Delivery,Koramangala 4th Block
27631,Nile Garden Restaurant,Yes,No,2.6,33,BTM,Casual Dining,"North Indian, Fast Food, Chinese, Beverages",500,Delivery,Koramangala 4th Block
27632,Juice Fresco,No,No,3.4,7,Koramangala 4th Block,Beverage Shop,Beverages,150,Delivery,Koramangala 4th Block
27633,Durbar Greens Family Restaurant,Yes,No,3.6,10,Hosur Road,Casual Dining,"North Indian, Chinese, South Indian",700,Delivery,Koramangala 4th Block
27634,Healthy Yummy Food Restaurant,Yes,No,3.6,16,HSR,Casual Dining,"Beverages, North Indian, Chinese, Italian",900,Delivery,Koramangala 4th Block
27635,Banana Beach Bar,Yes,Yes,3.7,1014,Koramangala 6th Block,Bar,"Continental, Chinese",1300,Delivery,Koramangala 4th Block
27636,Gourmet Food Truck,Yes,No,3.8,17,South Bangalore,Food Truck,Chinese,200,Delivery,Koramangala 4th Block
27637,Ganesh Restaurant,Yes,No,3.7,51,Koramangala 5th Block,Quick Bites,"Chinese, Street Food",300,Delivery,Koramangala 4th Block
27639,Akshaya Grand,Yes,No,3.4,29,BTM,Casual Dining,North Indian,750,Delivery,Koramangala 4th Block
27642,Punjabi Chulha,Yes,No,3.8,38,Koramangala 1st Block,Casual Dining,North Indian,500,Delivery,Koramangala 4th Block
27643,Om Sweets & Snacks,No,No,3.9,34,Koramangala 5th Block,Sweet Shop,"Mithai, Oriya, Bengali",150,Delivery,Koramangala 4th Block
27645,The Biriyani Factory,Yes,No,3.1,30,BTM,Quick Bites,"North Indian, Biryani",500,Delivery,Koramangala 4th Block
27646,Gilly's Restobar,No,Yes,4.5,3909,Koramangala 5th Block,"Pub, Casual Dining","Finger Food, Continental, North Indian",1000,Delivery,Koramangala 4th Block
27647,Desserts Tree,Yes,No,3.8,86,Koramangala 1st Block,Sweet Shop,"Mithai, Desserts",100,Delivery,Koramangala 4th Block
27648,Kopper Kadai,Yes,Yes,4.1,1697,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",1200,Delivery,Koramangala 4th Block
27649,House Of Commons,No,Yes,4.8,4441,Koramangala 5th Block,Bar,"Continental, Asian, North Indian",1000,Delivery,Koramangala 4th Block
27650,Raj Darbar,Yes,No,3.7,47,Koramangala 6th Block,Casual Dining,"North Indian, Chinese, Bengali",800,Delivery,Koramangala 4th Block
27651,Bawarchi Inn,Yes,No,3.1,140,BTM,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600,Delivery,Koramangala 4th Block
27652,M World Cafe,Yes,No,3.5,14,Koramangala 1st Block,Cafe,Cafe,500,Delivery,Koramangala 4th Block
27653,Fresh Bites,Yes,No,3.3,16,Koramangala 1st Block,Quick Bites,"Italian, Fast Food",400,Delivery,Koramangala 4th Block
27654,The French Loaf,Yes,No,3.1,15,HSR,"Bakery, Dessert Parlor","Bakery, Desserts, Sandwich",400,Delivery,Koramangala 4th Block
27656,Elmas Restaurant,Yes,No,3.5,34,Koramangala 7th Block,Casual Dining,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650,Delivery,Koramangala 4th Block
27657,Biryani Rooh-e-Khaas,Yes,No,3.5,0,Koramangala 1st Block,Quick Bites,"Biryani, Mughlai",500,Delivery,Koramangala 4th Block
27659,Bajji House,Yes,No,3.5,7,HSR,Quick Bites,Street Food,100,Delivery,Koramangala 4th Block
27660,Happy Brew,No,Yes,4.0,2155,Koramangala 5th Block,Lounge,"Continental, American, Chinese, BBQ, Salad",1000,Delivery,Koramangala 4th Block
27661,Loveshack,No,Yes,4.0,1758,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Burger, Cafe",1600,Delivery,Koramangala 4th Block
27662,Barleyz,No,No,3.8,4648,Koramangala 6th Block,"Lounge, Microbrewery","North Indian, Continental, Chinese",2000,Delivery,Koramangala 4th Block
27663,Over The Top Terrace Lounge,No,Yes,3.9,1389,Koramangala 5th Block,Lounge,"Continental, North Indian",1400,Delivery,Koramangala 4th Block
27664,Invitation Bar & Restaurant,No,No,3.0,15,BTM,Bar,North Indian,1000,Delivery,Koramangala 4th Block
27665,Mojo Pizza - 2X Toppings,Yes,No,4.2,218,HSR,Delivery,Pizza,600,Delivery,Koramangala 4th Block
27666,Chinese Fire Dragon,Yes,No,3.4,25,Domlur,Casual Dining,"Chinese, North Indian, Momos",550,Delivery,Koramangala 4th Block
27668,Krishna Grand,Yes,No,3.2,42,HSR,Quick Bites,South Indian,200,Delivery,Koramangala 4th Block
27671,Berry'd Alive,Yes,No,4.3,1901,Koramangala 5th Block,Dessert Parlor,Desserts,400,Delivery,Koramangala 4th Block
27672,Eat Sleep Eat Repeat,Yes,No,3.5,16,Koramangala 5th Block,Quick Bites,"Chinese, North Indian, Continental",200,Delivery,Koramangala 4th Block
27673,The Duke of Juices,Yes,No,2.8,5,HSR,Quick Bites,"Juices, Beverages, Salad",200,Delivery,Koramangala 4th Block
27676,Wakeup Cafe,Yes,No,3.4,9,HSR,Quick Bites,"Fast Food, Beverages",300,Delivery,Koramangala 4th Block
27677,Classic Biryani Hut,Yes,No,3.4,10,HSR,Quick Bites,"Biryani, Fast Food",300,Delivery,Koramangala 4th Block
27678,Naati Biriyani,No,No,3.1,4,BTM,Quick Bites,"Kebab, Biryani",300,Delivery,Koramangala 4th Block
27679,Namms Cafe,Yes,No,3.2,8,Koramangala 2nd Block,Delivery,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",300,Delivery,Koramangala 4th Block
27680,Lucky's Biriyani Point,Yes,No,3.4,9,HSR,"Takeaway, Delivery","Biryani, South Indian, North Indian, Fast Food",400,Delivery,Koramangala 4th Block
27681,Dyu Art Cafe,No,No,4.5,3842,Koramangala 5th Block,Cafe,"Cafe, Italian, Fast Food",800,Delivery,Koramangala 4th Block
27682,Om Made Cafe,No,No,4.1,2731,Koramangala 5th Block,Cafe,"Cafe, Continental, European, Juices",1300,Delivery,Koramangala 4th Block
27683,Khichadiwala,Yes,No,3.9,17,HSR,"Takeaway, Delivery",North Indian,400,Delivery,Koramangala 4th Block
27684,Eat Street,No,No,4.2,1531,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts",600,Delivery,Koramangala 4th Block
27686,Kitchens@HSR,Yes,No,3.1,247,HSR,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",200,Delivery,Koramangala 4th Block
27687,Big Wong XL,No,Yes,4.5,684,Koramangala 5th Block,Casual Dining,"Chinese, Sushi, Asian, Thai",1400,Delivery,Koramangala 4th Block
27688,California Burrito,No,No,4.1,1225,Koramangala 5th Block,Quick Bites,"Mexican, Fast Food",400,Delivery,Koramangala 4th Block
27689,Royal Treat,No,No,4.1,439,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Biryani",500,Delivery,Koramangala 4th Block
27690,Khawa Karpo,No,No,4.3,995,Koramangala 5th Block,Quick Bites,"Chinese, Tibetan, Momos",350,Delivery,Koramangala 4th Block
27691,HSR High Street,No,Yes,3.8,321,HSR,Casual Dining,"Hyderabadi, North Indian, South Indian, Biryani",800,Delivery,Koramangala 4th Block
27692,Market Table,No,Yes,4.5,548,Koramangala 5th Block,Cafe,"Cafe, Continental, Mediterranean, Beverages",900,Delivery,Koramangala 4th Block
27693,Bundar,No,No,4.1,2448,Koramangala 6th Block,Cafe,"Cafe, Burger, Fast Food, Desserts",700,Delivery,Koramangala 4th Block
27694,Art of Delight,No,No,4.3,450,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Delivery,Koramangala 4th Block
27695,Indian Coffee House & Restaurant,No,No,4.2,676,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese",650,Delivery,Koramangala 4th Block
27696,Samosa Party,No,No,4.1,43,Koramangala 5th Block,Quick Bites,"Street Food, Fast Food",150,Delivery,Koramangala 4th Block
27697,Baba Da Dhaba,No,Yes,4.1,450,Koramangala 7th Block,Casual Dining,North Indian,650,Delivery,Koramangala 4th Block
27698,The Himalayan,No,Yes,4.5,324,Koramangala 5th Block,Casual Dining,Korean,1200,Delivery,Koramangala 4th Block
27699,Side Street Kitchen,No,No,4.5,0,Koramangala 5th Block,Quick Bites,"Kerala, Chinese, Fast Food",400,Delivery,Koramangala 4th Block
27700,Jose's Mess,No,No,4.4,316,BTM,Mess,"Kerala, South Indian, Biryani",300,Delivery,Koramangala 4th Block
27701,The Yellow Tuk-Tuk Cafe,Yes,No,3.6,16,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500,Delivery,Koramangala 4th Block
27702,Johnny Fox,No,No,3.9,69,Hosur Road,Bar,"North Indian, Chinese",1500,Delivery,Koramangala 4th Block
27703,Natural Ice Cream,No,No,4.5,940,Koramangala 1st Block,Dessert Parlor,"Ice Cream, Beverages",200,Delivery,Koramangala 4th Block
27704,Thottathil Restaurant,No,No,3.8,69,BTM,Quick Bites,"Kerala, South Indian, Biryani",300,Delivery,Koramangala 4th Block
27705,The ThickShake Factory,No,No,4.3,236,Koramangala 7th Block,Beverage Shop,"Beverages, Juices",350,Delivery,Koramangala 4th Block
27706,Bengali Fun Foods,Yes,Yes,3.9,65,BTM,Casual Dining,"Bengali, North Indian",600,Delivery,Koramangala 4th Block
27707,Navya Andhra Style Restaurant,No,No,3.5,12,Hosur Road,Delivery,"North Indian, South Indian",200,Delivery,Koramangala 4th Block
27708,Wild Thyme Restaurant,No,No,4.5,42,Koramangala 5th Block,Casual Dining,"Chinese, Continental, North Indian, Italian, Seafood",800,Delivery,Koramangala 4th Block
27709,The Food Therapy,No,No,4.5,0,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Continental, Chinese",1000,Delivery,Koramangala 4th Block
27710,Al Hayath,No,No,3.5,17,BTM,Quick Bites,"North Indian, Chinese",200,Delivery,Koramangala 4th Block
27711,PORKEATS,No,No,3.4,6,Koramangala 6th Block,Quick Bites,"Goan, Mangalorean",400,Delivery,Koramangala 4th Block
27712,Gundappa Donne Biryani,No,No,3.1,117,Koramangala 7th Block,Quick Bites,Biryani,200,Delivery,Koramangala 4th Block
27713,Nanna Munna Paratha House,No,No,3.6,20,BTM,Quick Bites,North Indian,300,Delivery,Koramangala 4th Block
27714,Al-Madina,No,No,3.3,8,BTM,"Takeaway, Delivery","North Indian, Chinese",500,Delivery,Koramangala 4th Block
27715,Rolls On Wheels,No,No,3.2,15,BTM,Quick Bites,"Fast Food, Rolls, Momos",200,Delivery,Koramangala 4th Block
27716,Ambur Biryani,No,No,3.5,17,Koramangala 3rd Block,Quick Bites,"Biryani, Chinese",250,Delivery,Koramangala 4th Block
27718,Falahaar,No,No,3.9,154,Koramangala 6th Block,Quick Bites,"North Indian, Street Food",200,Delivery,Koramangala 4th Block
27719,Juicemaker,No,No,3.9,164,Koramangala 8th Block,Beverage Shop,"Beverages, Fast Food",400,Delivery,Koramangala 4th Block
27720,Chopserve,No,No,3.7,19,Koramangala 1st Block,"Takeaway, Delivery",BBQ,300,Delivery,Koramangala 4th Block
27721,Bisimillah Biriyani,No,No,3.5,11,BTM,Quick Bites,"Biryani, Fast Food",300,Delivery,Koramangala 4th Block
27722,Lakeview Milkbar,No,No,3.8,289,Koramangala 8th Block,"Dessert Parlor, Cafe","Desserts, Cafe, Fast Food",500,Delivery,Koramangala 4th Block
27723,Tandoori Club,Yes,No,3.5,5,Domlur,Delivery,"North Indian, Chinese, Biryani",400,Delivery,Koramangala 4th Block
27724,Avon Bar & Kitchen,No,No,3.7,105,BTM,Casual Dining,"Andhra, Chinese, North Indian",700,Delivery,Koramangala 4th Block
27725,Bansuri Sweets,No,No,3.7,73,Koramangala 6th Block,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250,Delivery,Koramangala 4th Block
27726,Jai Jinendra,No,No,4.0,98,Koramangala 6th Block,Quick Bites,"Street Food, Beverages",200,Delivery,Koramangala 4th Block
27728,Popular Bakery,No,No,3.7,36,HSR,"Dessert Parlor, Bakery","Desserts, Bakery",600,Delivery,Koramangala 4th Block
27729,North Indian And Bengali Mess,No,No,3.7,34,Koramangala 5th Block,Mess,"North Indian, Bengali",300,Delivery,Koramangala 4th Block
27730,Kerala Mess. SIJI's MESS,No,No,3.7,0,Ejipura,Mess,Kerala,100,Delivery,Koramangala 4th Block
27731,The Donut Baker,No,No,3.8,62,Koramangala 7th Block,"Bakery, Dessert Parlor",Desserts,150,Delivery,Koramangala 4th Block
27732,V.S. Garden Restaurant,No,No,3.5,17,Ejipura,Casual Dining,"North Indian, Chinese",800,Delivery,Koramangala 4th Block
27733,Food Theory,No,No,2.7,56,HSR,Delivery,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,Delivery,Koramangala 4th Block
27734,Ande Ka Funda,No,No,3.6,72,Koramangala 7th Block,Quick Bites,"North Indian, Chinese, Rolls",250,Delivery,Koramangala 4th Block
27735,French Bakery,No,No,3.3,7,BTM,Delivery,"Desserts, Bakery, Beverages",250,Delivery,Koramangala 4th Block
27736,Jeevika Donne Biryani,No,No,3.4,8,Koramangala 8th Block,Quick Bites,"Biryani, Chinese, Fast Food",300,Delivery,Koramangala 4th Block
27737,Bisimillah Biriyani's & Kebab's,No,No,3.3,6,BTM,Quick Bites,"Biryani, Fast Food",300,Delivery,Koramangala 4th Block
27739,Hungry Paunch,No,No,4.0,203,Koramangala 6th Block,"Food Court, Quick Bites","Bengali, Bihari",350,Delivery,Koramangala 4th Block
27740,56 Bhoga Sweets,No,No,3.6,51,HSR,"Takeaway, Delivery","Mithai, Street Food",150,Delivery,Koramangala 4th Block
27743,Meal In A Box,No,No,3.6,15,Koramangala 7th Block,Delivery,Street Food,300,Delivery,Koramangala 4th Block
27744,Murli,No,No,3.7,79,HSR,Quick Bites,"North Indian, Chinese, Street Food, Fast Food, Mithai",500,Delivery,Koramangala 4th Block
27745,Rara Avis,No,No,3.7,19,HSR,"Takeaway, Delivery","Kerala, Seafood, Biryani, Desserts",400,Delivery,Koramangala 4th Block
27747,Pai's Kitchen,No,No,3.5,11,Koramangala 2nd Block,Quick Bites,South Indian,200,Delivery,Koramangala 4th Block
27749,Chettinad Food House,No,No,3.1,7,BTM,Quick Bites,"South Indian, Chettinad, North Indian",300,Delivery,Koramangala 4th Block
27750,RP Sweets,No,No,3.4,9,BTM,Sweet Shop,Mithai,300,Delivery,Koramangala 4th Block
27751,NGV Fast Food,No,No,3.5,8,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",250,Delivery,Koramangala 4th Block
27752,Big Bowl Theory,No,No,3.1,27,Koramangala,Delivery,Continental,400,Delivery,Koramangala 4th Block
27753,Kaaka T Cafe,No,No,3.5,6,BTM,Quick Bites,Fast Food,400,Delivery,Koramangala 4th Block
27754,Melt,No,No,4.0,115,BTM,Casual Dining,"Continental, Steak, Fast Food",1000,Delivery,Koramangala 4th Block
27755,Avanti Indian Barbeque & Grill,No,No,3.4,46,Domlur,Casual Dining,North Indian,1100,Delivery,Koramangala 4th Block
27756,KrumbKraft,No,No,3.5,5,Domlur,Bakery,"Bakery, European",300,Delivery,Koramangala 4th Block
27759,Apsara Ice Cream,No,No,4.0,128,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,Delivery,Koramangala 4th Block
27760,Dum & Oven,No,No,3.7,29,HSR,Casual Dining,"North Indian, Hyderabadi, Continental",600,Delivery,Koramangala 4th Block
27761,Happy Plate,No,No,3.6,54,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian, Fast Food",400,Delivery,Koramangala 4th Block
27762,Neer Dosa Fish Land,No,No,3.6,39,BTM,Casual Dining,"Seafood, Mangalorean",600,Delivery,Koramangala 4th Block
27764,Le Rosa Restaurant,No,No,3.2,4,HSR,Casual Dining,"North Indian, Mughlai, Biryani",700,Delivery,Koramangala 4th Block
27765,Kebab Ganj,No,No,3.4,7,Koramangala 6th Block,Delivery,"Kebab, Rolls",300,Delivery,Koramangala 4th Block
27766,The ChouBox,No,No,3.5,11,Koramangala 6th Block,"Takeaway, Delivery","Desserts, Bakery",300,Delivery,Koramangala 4th Block
27767,Nightfork,No,No,3.7,126,Koramangala 6th Block,Delivery,"Chinese, Biryani, Pizza, Italian, North Indian",500,Delivery,Koramangala 4th Block
27768,Mysore Carnival Restaurant,No,No,3.8,14,Koramangala 6th Block,Quick Bites,"Chinese, Kerala, North Indian, South Indian",350,Delivery,Koramangala 4th Block
27769,Dash In,No,No,3.1,53,BTM,Casual Dining,"North Indian, Chinese, Kerala",600,Delivery,Koramangala 4th Block
27770,The Breakfast Truck,No,No,3.9,64,Koramangala 6th Block,Quick Bites,Continental,550,Delivery,Koramangala 4th Block
27771,Ronnie's Kitchen,No,No,3.1,12,Koramangala 5th Block,Quick Bites,Chinese,200,Delivery,Koramangala 4th Block
27772,De Street Cafe,No,No,3.6,61,BTM,Cafe,Cafe,500,Delivery,Koramangala 4th Block
27773,Cafe Hush,No,No,3.6,22,BTM,Cafe,"Cafe, Fast Food",500,Delivery,Koramangala 4th Block
27774,The Tower Of Pizza,No,No,2.9,16,Koramangala 5th Block,Quick Bites,"Pizza, Italian",500,Delivery,Koramangala 4th Block
27775,What the Food,No,No,3.6,38,BTM,Quick Bites,"North Indian, Chinese, Fast Food",250,Delivery,Koramangala 4th Block
27776,Straight From The Heart,No,No,3.4,5,Koramangala 6th Block,Bakery,"Bakery, Desserts",300,Delivery,Koramangala 4th Block
27777,Delightz,No,No,4.0,40,Koramangala 6th Block,Dessert Parlor,"Desserts, Fast Food",300,Delivery,Koramangala 4th Block
27778,Martino's,No,No,3.6,30,Koramangala 1st Block,Quick Bites,"Italian, Pizza",350,Delivery,Koramangala 4th Block
27779,The Fresh Factor,No,No,3.1,14,Koramangala 6th Block,Quick Bites,"Juices, Sandwich",200,Delivery,Koramangala 4th Block
27780,NV Patisserie,No,No,3.6,10,Koramangala 1st Block,"Takeaway, Delivery","Desserts, Bakery",350,Delivery,Koramangala 4th Block
27781,Hotel Thazooq,No,No,3.3,6,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",350,Delivery,Koramangala 4th Block
27783,Naani'z Biryani,No,No,3.3,6,Koramangala 1st Block,Quick Bites,Biryani,300,Delivery,Koramangala 4th Block
27785,Banashankari Donne Biriyani,No,No,3.3,4,Koramangala 7th Block,Quick Bites,"South Indian, Biryani",300,Delivery,Koramangala 4th Block
27788,S.W.A.T Food Truck,No,No,3.7,21,Koramangala 5th Block,Quick Bites,"American, Fast Food",250,Delivery,Koramangala 4th Block
27790,Boof Biryani,No,No,3.5,9,Koramangala 6th Block,Delivery,"Biryani, North Indian, Kebab",400,Delivery,Koramangala 4th Block
27791,Tandoor-De-Naal,No,No,3.8,35,BTM,"Takeaway, Delivery",Fast Food,200,Delivery,Koramangala 4th Block
27792,Purani Dilli,No,No,3.2,4,HSR,Quick Bites,"North Indian, Chinese",300,Delivery,Koramangala 4th Block
27793,Tummy Delight,No,No,3.5,16,BTM,Quick Bites,North Indian,400,Delivery,Koramangala 4th Block
27794,Hungry Bowl,No,No,3.6,51,Koramangala 5th Block,"Takeaway, Delivery","North Indian, Chinese, Italian",500,Delivery,Koramangala 4th Block
27795,Niice Cream,No,No,3.8,38,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Beverages, Desserts",400,Delivery,Koramangala 4th Block
27797,New Farm Fresh,No,No,3.6,34,BTM,Quick Bites,"Italian, Pizza",650,Delivery,Koramangala 4th Block
27798,Fetchpod Cafe,No,No,2.9,12,Koramangala 6th Block,Cafe,"Cafe, North Indian, Chinese, Continental",500,Delivery,Koramangala 4th Block
27799,Chai Mane,No,No,3.0,8,Koramangala 5th Block,Quick Bites,"Juices, Fast Food",150,Delivery,Koramangala 4th Block
27800,Big BoTheory,No,No,3.6,11,Ejipura,Delivery,"Salad, Healthy Food, Fast Food",550,Delivery,Koramangala 4th Block
27801,Parathe Wali Gali,No,No,3.4,36,Ejipura,"Takeaway, Delivery","North Indian, Beverages",250,Delivery,Koramangala 4th Block
27802,The Sweet Spot,No,No,4.0,157,Koramangala 6th Block,Dessert Parlor,Desserts,300,Delivery,Koramangala 4th Block
27803,Ambur Hot Dum Biryani,No,No,3.3,8,Ejipura,Quick Bites,Biryani,100,Delivery,Koramangala 4th Block
27805,Kaati Roll Delights,No,No,3.2,4,HSR,"Takeaway, Delivery","Fast Food, Rolls",150,Delivery,Koramangala 4th Block
27806,La Mirch,No,No,3.1,6,Koramangala 1st Block,Delivery,"North Indian, Kashmiri",400,Delivery,Koramangala 4th Block
27808,Eat Repeat Express,No,No,3.5,10,Koramangala 5th Block,Delivery,"North Indian, Chinese, Continental",600,Delivery,Koramangala 4th Block
27809,Two States,No,No,3.4,5,BTM,Quick Bites,"North Indian, South Indian, Chinese, Street Food",250,Delivery,Koramangala 4th Block
27818,Eat Well,No,No,3.0,34,Koramangala 6th Block,Quick Bites,"Chinese, North Indian",500,Delivery,Koramangala 4th Block
27819,Ambur Hot Dum Biryani,No,No,3.5,21,BTM,Quick Bites,Biryani,200,Delivery,Koramangala 4th Block
27820,Dine in Restaurant,No,No,3.4,7,BTM,Quick Bites,"South Indian, North Indian, Chinese",500,Delivery,Koramangala 4th Block
27822,Big Foody's,No,No,3.2,4,Koramangala 8th Block,Delivery,"North Indian, Chinese, South Indian, Fast Food",500,Delivery,Koramangala 4th Block
27824,Ambur Biriyani Point,No,No,3.6,26,BTM,Quick Bites,Biryani,150,Delivery,Koramangala 4th Block
27825,Ambur Biryani,No,No,3.2,5,HSR,Quick Bites,"South Indian, Fast Food",450,Delivery,Koramangala 4th Block
27826,Amravathi Restaurants & Caterers,No,No,3.1,6,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,Koramangala 4th Block
